name_list,location_list,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
ที ซี กรีน พระรามเก้า,"บางกะปิ, กรุงเทพ","฿3,550,000",สร้างเสร็จในปี 2015,14,1 ห้องนอน,1 ห้องน้ำ,37.97 ม.2,1150 ม. จาก MRT พระราม 9,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ร้านอาหารใกล้เคียง', 'มินิมาร์ทใกล้เคียง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องซักรีด']"
อารีย์ เพลส พหลโยธิน 7 คอนโดมิเนียม,"อารีย์, กรุงเทพ","฿8,800,000",,7,2 ห้องนอน,2 ห้องน้ำ,105 ม.2,180 ม. จาก BTS อารีย์,
ที ซี กรีน พระรามเก้า,"บางกะปิ, กรุงเทพ","฿3,100,000",สร้างเสร็จในปี 2015,14,1 ห้องนอน,1 ห้องน้ำ,39 ม.2,1150 ม. จาก MRT พระราม 9,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ภัตตาคารใกล้เคียง', 'ร้านค้าใกล้เคียง', 'ฟิตเนส', 'ลานจอดรถ']"
ไลฟ์ สุขุมวิท 48,"พระโขนงใต้, กรุงเทพ","฿3,502,000",สร้างเสร็จในปี 2017ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,3,1 ห้องนอน,1 ห้องน้ำ,33.24 ม.2,530 ม. จาก BTS พระโขนง,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ร้านค้าใกล้เคียง', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
นายน์ บาย แสนสิริ,"คลองต้นไทร, กรุงเทพ","฿4,300,000",สร้างเสร็จในปี 2015ระเบียงสระว่ายน้ำ,7,1 ห้องนอน,1 ห้องน้ำ,35 ม.2,280 ม. จาก BTS วงเวียนใหญ่,"['เซาว์น่า', 'สนามเด็กเล่น', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องสมุด', 'ลานจอดรถกลางแจ้ง', 'ห้องสมุด', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ห้องสัมนา']"
เซอร์เคิล คอนโดมิเนียม,"มักกะสัน, กรุงเทพ","฿5,700,000",สร้างเสร็จในปี 2012ตู้เย็นเตาไฟฟ้าระเบียง,23,1 ห้องนอน,1 ห้องน้ำ,48 ม.2,570 ม. จาก ARL มักกะสัน,"['เซาว์น่า', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'มินิมาร์ทใกล้เคียง']"
เวีย โบทานี,"พร้อมพงษ์, กรุงเทพ","฿8,000,000",สร้างเสร็จในปี 2012,3,1 ห้องนอน,1 ห้องน้ำ,50 ม.2,540 ม. จาก BTS พร้อมพงษ์,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'มินิมาร์ทใกล้เคียง']"
ณุศาศิริ แกรนด์ คอนโดมิเนียม,"สุขุมวิท, กรุงเทพ","฿16,495,000",ตู้เย็นไมโครเวฟเตาไฟฟ้าอ่างอาบน้ำทีวี,11,3 ห้องนอน,3 ห้องน้ำ,136 ม.2,60 ม. จาก BTS เอกมัย,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ฟิตเนส']"
คอนโด 3 นอน ชั้นสูง ใกล้ BTS พร้อมพงษ์,"พร้อมพงษ์, กรุงเทพ","฿11,900,000",,28,3 ห้องนอน,2 ห้องน้ำ,137 ม.2,1060 ม. จาก MRT สุขุมวิท,
ที ซี กรีน พระรามเก้า,"บางกะปิ, กรุงเทพ","฿4,473,000",สร้างเสร็จในปี 2015ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,26,1 ห้องนอน,1 ห้องน้ำ,39 ม.2,1150 ม. จาก MRT พระราม 9,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ภัตตาคารใกล้เคียง', 'ร้านค้าใกล้เคียง', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
สุขุมวิท ลิฟวิ่ง ทาวน์,"อโศก, กรุงเทพ","฿5,750,000",สร้างเสร็จในปี 2010,4,1 ห้องนอน,1 ห้องน้ำ,57.71 ม.2,390 ม. จาก MRT เพชรบุรี,"['เซาว์น่า', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ร้านอาหารใกล้เคียง', 'มินิมาร์ทใกล้เคียง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามเด็กเล่น']"
บลอคส์ 77,"พระโขนงเหนือ, กรุงเทพ","฿4,100,000",สร้างเสร็จในปี 2011,20,1 ห้องนอน,1 ห้องน้ำ,40 ม.2,530 ม. จาก BTS อ่อนนุช,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องซักรีด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'จากุซซี่']"
เบ็ล แกรนด์ พระราม 9,"พระราม 9, กรุงเทพ","฿13,000,000",สร้างเสร็จในปี 2015,26,3 ห้องนอน,2 ห้องน้ำ,106 ม.2,510 ม. จาก MRT พระราม 9,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถกลางแจ้ง']"
เดอะ ลอฟท์ อโศก,"อโศก, กรุงเทพ","฿6,690,000",สร้างเสร็จในปี 2018,12,1 ห้องนอน,1 ห้องน้ำ,35 ม.2,360 ม. จาก MRT เพชรบุรี,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สกายเลานจ์', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เลานจ์']"
ไลฟ์ วัน วิทยุ,"เพลินจิต, กรุงเทพ","฿4,000,000",สร้างเสร็จในปี 2020,8,1 ห้องนอน,1 ห้องน้ำ,24 ม.2,540 ม. จาก BTS เพลินจิต,"['ห้องสมุด', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องสัมนา', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เลานจ์']"
ริธึ่ม สาทร,"ยานนาวา, กรุงเทพ","฿6,700,000",สร้างเสร็จในปี 2015ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,31,1 ห้องนอน,1 ห้องน้ำ,45 ม.2,330 ม. จาก BTS สะพานตากสิน,"['สระว่ายน้ำ', 'สวน', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ลานจอดรถ', 'สถานออกกำลังกาย', 'ห้องอบไอน้ำ', 'ฟิตเนส', 'ลานจอดรถกลางแจ้ง']"
